Código;Família;Subtipo;Descrição;Especialidade;Conc. JJ Ref 1;Conc. JJ Ref 2;Conc. JJ Ref 3;Conc. JJ Ref 4;Diâmetro;Comprimento Fio;Descrição completa agulha;Tipo;Cod. Agulha;Curv;Tamanho Agulha;Env / Cxa;Observação ;RMS;Descrição para Licitação;Composto;NomeConcorrente;codigo_bioline
CC15010E-;CHROMIC GUT;GUT;CHROMIC GUT 0 1.5M FIG.;Ligadura;CC125T;CC135T;S114SH;;0;150 cm;;-;;-;-;24;;80052020035;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 0 com 150 cm de comprimento, sem agulha. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020035 Código/modelo:CC15010E- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;CC0SA150
CC15020E-;CHROMIC GUT;GUT;CHROMIC GUT 2-0 1.5M FIG.;Ligadura;CC124T;;S113SH;;2-0;150 cm;;-;;-;-;24;;80052020035;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 2-0 com 150 cm de comprimento, sem agulha. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020035 Código/modelo:CC15020E- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;CC20SA150
CC15201-;CHROMIC GUT;GUT;CHROMIC GUT 1 75CM CC30;Aparelho Digestivo;G115T;;;CC106X;1;75 cm;3/8 Circ. Cilíndrica / Taper Point - 3,0 cm;Círculo  Cilíndrico;CC30;3/8;3,0cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 1 com 75 cm de comprimento, com agulha CC30 de curvatura 3/8 Círculo  Cilíndrico Corpo estriado 3,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC15201- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;CC1CR30G
CC15210-;CHROMIC GUT;GUT;CHROMIC GUT 0 75CM CC30;Aparelho Digestivo;G114T;;;CC101X;0;75 cm;3/8 Circ. Cilíndrica / Taper Point - 3,0 cm;Círculo  Cilíndrico;CC30;3/8;3,0cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 0 com 75 cm de comprimento, com agulha CC30 de curvatura 3/8 Círculo  Cilíndrico Corpo estriado 3,0cm . Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC15210- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;CC0CR30G
CC15220-;CHROMIC GUT;GUT;CHROMIC GUT 2-0 75CM CC30;Aparelho Digestivo;G113T;;;CC113X;2-0;75 cm;3/8 Circ. Cilíndrica / Taper Point - 3,0 cm;Círculo  Cilíndrico;CC30;3/8;3,0cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 2-0 com 75 cm de comprimento, com agulha CC30 de curvatura 3/8 Círculo  Cilíndrico Corpo estriado 30 mm*. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC15220- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;CC20CR30G
CC15230-;CHROMIC GUT;GUT;CHROMIC GUT 3-0 75CM CC30;Aparelho Digestivo;G112T;;;CC118X;3-0;75 cm;3/8 Circ. Cilíndrica / Taper Point - 3,0 cm;Círculo  Cilíndrico;CC30;3/8;3,0cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 3-0 com 75 cm de comprimento, com agulha CC30 de curvatura 3/8 Círculo  Cilíndrico Corpo estriado 30 mm*. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC15230- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;CC30CR30G
CC19201-;CHROMIC GUT;GUT;CHROMIC GUT 1 75CM CC50;Aparelho Digestivo;G196T;;;CC107X;1;75 cm;3/8 Circ. Cilíndrica / Taper Point - 5,0 cm;Círculo  Cilíndrico;CC50;3/8;5,0cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 1 com 75 cm de comprimento, com agulha CC50 de curvatura 3/8 Círculo  Cilíndrico Corpo estriado 5,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC19201- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;
CC22240-;CHROMIC GUT;GUT;CHROMIC GUT 4-0 75CM MC15;Urologia;U203T;;;CC121X;4-0;75 cm;1/2 Circ. Cilíndrica  / Taper Point - 1,5 cm;Círculo  Cilíndrico;MC15;1/2;1,5cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 4-0 com 75 cm de comprimento, com agulha MC15 de curvatura 1/2 Círculo  Cilíndrico 1,5cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC22240- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;CC40MR15
CC22250-;CHROMIC GUT;GUT;CHROMIC GUT 5-0 75CM MC15;Urologia;U202T;;;CC123X;5-0;75 cm;1/2 Circ. Cilíndrica / Taper Point - 1,5 cm;Círculo  Cilíndrico;MC15;1/2;1,5cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 5-0 com 75 cm de comprimento, com agulha MC15 de curvatura 1/2 Círculo  Cilíndrico 1,5cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC22250- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;CC50MR15
CC23230-;CHROMIC GUT;GUT;CHROMIC GUT 3-0 75CM MC20;Aparelho Digestivo;G182T;;;CC116X;3-0;75 cm;1/2 Circ. Cilíndrica / Taper Point - 2,0 cm;Círculo  Cilíndrico;MC20;1/2;2,0cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 3-0 com 75 cm de comprimento, com agulha MC20 de curvatura 1/2 Círculo  Cilíndrico Corpo estriado 2,0cm Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC23230- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;CC30MR20G
CC23240-;CHROMIC GUT;GUT;CHROMIC GUT 4-0 75CM MC20;Aparelho Digestivo;G181T;;;CC122X;4-0;75 cm;1/2 Circ. Cilíndrica / Taper Point - 2,0 cm;Círculo  Cilíndrico;MC20;1/2;2,0cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 4-0 com 75 cm de comprimento, com agulha MC20 de curvatura 1/2 Círculo  Cilíndrico Corpo estriado 2,0cm Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC23240- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;CC40MR20G
CC24210-;CHROMIC GUT;GUT;CHROMIC GUT 0 75CM MC25;Aparelho Digestivo;G124T;;;;0;75 cm;1/2 Circ. Cilíndrica / Taper Point - 2,5 cm;Círculo  Cilíndrico;MC25;1/2;2,5cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 0 com 75 cm de comprimento, com agulha MC25 de curvatura 1/2 Círculo  Cilíndrico Corpo estriado 2,5cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC24210- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;CC0MR25G
CC24220-;CHROMIC GUT;GUT;CHROMIC GUT 2-0 75CM MC25;Aparelho Digestivo;G123T;;;;2-0;75 cm;1/2 Circ. Cilíndrica / Taper Point - 2,5 cm;Círculo  Cilíndrico;MC25;1/2;2,5cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 2-0 com 75 cm de comprimento, com agulha MC25 de curvatura 1/2 Círculo  Cilíndrico Corpo estriado 2,5cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC24220- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;CC20MR25G
CC24230-;CHROMIC GUT;GUT;CHROMIC GUT 3-0 75CM MC25;Aparelho Digestivo;G122T;;;CC117X;3-0;75 cm;1/2 Circ. Cilíndrica  / Taper Point - 2,5 cm;Círculo  Cilíndrico;MC25;1/2;2,5cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 3-0 com 75 cm de comprimento, com agulha MC25 de curvatura 1/2 Círculo  Cilíndrico Corpo estriado 2,5cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC24230- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;CC30MR25G
CC25210-;CHROMIC GUT;GUT;CHROMIC GUT 0 75CM MC30;Aparelho Digestivo;G165T;;;CC100X;0;75 cm;1/2 Circ. Cilíndrica / Taper Point - 3,0 cm;Círculo  Cilíndrico;MC30;1/2;3,0cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 0 com 75 cm de comprimento, com agulha MC30 de curvatura 1/2 Círculo  Cilíndrico Corpo estriado 3,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC25210- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;CC0MR30G
CC25220-;CHROMIC GUT;GUT;CHROMIC GUT 2-0 75CM MC30;Aparelho Digestivo;G164T;;;CC112X;2-0;75 cm;1/2 Circ. Cilíndrica / Taper Point - 3,0 cm;Círculo  Cilíndrico;MC30;1/2;3,0cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 2-0 com 75 cm de comprimento, com agulha MC30 de curvatura 1/2 Círculo  Cilíndrico Corpo estriado 30 mm*. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC25220- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;CC20MR30G
CC25230-;CHROMIC GUT;GUT;CHROMIC GUT 3-0 75CM MC30;Aparelho Digestivo;G163T;;;CC119X;3-0;75 cm;1/2 Circ. Cilíndrica / Taper Point - 3,0 cm;Círculo  Cilíndrico;MC30;1/2;3,0cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 3-0 com 75 cm de comprimento, com agulha MC30 de curvatura 1/2 Círculo  Cilíndrico Corpo estriado 30 mm*. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC25230- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;
CC26201-;CHROMIC GUT;GUT;CHROMIC GUT 1 75CM MCR35;Fechamento Geral / Obstetrícia / Ginecologia;813T;;;;1;75 cm;1/2 Circ. Cilíndrica Robusta / Taper Point Heavy - 3,5 cm;Cilíndrica Robusta;MCR35;1/2;3,5cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 1 com 75 cm de comprimento, com agulha MCR35 de curvatura 1/2 Cilíndrica Robusta Corpo estriado 3,5cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC26201- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;
CC26202-;CHROMIC GUT;GUT;CHROMIC GUT 2 75CM MCR35;Fechamento Geral / Obstetrícia / Ginecologia;814T;;;CC110X;2;75 cm;1/2 Circ. Cilíndrica Robusta / Taper Point Heavy - 3,5 cm;Cilíndrica Robusta;MCR35;1/2;3,5cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 2 com 75 cm de comprimento, com agulha MCR35 de curvatura 1/2 Cilíndrica Robusta Corpo estriado 3,5cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC26202- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;
CC26210-;CHROMIC GUT;GUT;CHROMIC GUT 0 75CM MCR35;Fechamento Geral / Obstetrícia / Ginecologia;812T;;;CC102X;0;75 cm;1/2 Circ. Cilíndrica Robusta / Taper Point Heavy - 3,5 cm;Cilíndrica Robusta;MCR35;1/2;3,5cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 0 com 75 cm de comprimento, com agulha MCR35 de curvatura 1/2 Cilíndrica Robusta Corpo estriado 3,5cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC26210- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;CC0MR35R
CC26220-;CHROMIC GUT;GUT;CHROMIC GUT 2-0 75CM MCR35;Fechamento Geral / Obstetrícia / Ginecologia;811T;;;;2-0;75 cm;1/2 Circ. Cilíndrica Robusta / Taper Point Heavy - 3,5 cm;Cilíndrica Robusta;MCR35;1/2;3,5cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 2-0 com 75 cm de comprimento, com agulha MCR35 de curvatura 1/2 Cilíndrica Robusta Corpo estriado 3,5cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC26220- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;
CC26230-;CHROMIC GUT;GUT;CHROMIC GUT 3-0 75CM MCR35;Fechamento Geral / Obstetrícia / Ginecologia;810T;;;CC120X;3-0;75 cm;1/2 Circ. Cilíndrica Robusta / Taper Point Heavy - 3,5 cm;Cilíndrica Robusta;MCR35;1/2;3,5cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 3-0 com 75 cm de comprimento, com agulha MCR35 de curvatura 1/2 Cilíndrica Robusta Corpo estriado 3,5cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC26230- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;
CC27201-;CHROMIC GUT;GUT;CHROMIC GUT 1 75CM MCR40;Fechamento Geral / Obstetrícia / Ginecologia;803T;;;CC128X;1;75 cm;1/2 Circ. Cilíndrica Robusta / Taper Point Heavy - 4,0 cm;Cilíndrica Robusta;MCR40;1/2;4,0cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 1 com 75 cm de comprimento, com agulha MCR40 de curvatura 1/2 Cilíndrica Robusta Corpo estriado 4,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC27201- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;CC1MR40R
CC27210-;CHROMIC GUT;GUT;CHROMIC GUT 0 75CM MCR40;Fechamento Geral / Obstetrícia / Ginecologia;802T;;;CC103X;0;75 cm;1/2 Circ. Cilíndrica Robusta / Taper Point Heavy - 4,0 cm;Cilíndrica Robusta;MCR40;1/2;4,0cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 0 com 75 cm de comprimento, com agulha MCR40 de curvatura 1/2 Cilíndrica Robusta Corpo estriado 4,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC27210- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;CC0MR40R
CC27220-;CHROMIC GUT;GUT;CHROMIC GUT 2-0 75CM MCR40;Fechamento Geral / Obstetrícia / Ginecologia;801T;;;CC114X;2-0;75 cm;1/2 Circ. Cilíndrica robusta / Taper Point Heavy - 4,0 cm;Cilíndrica Robusta;MCR40;1/2;4,0cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 2-0 com 75 cm de comprimento, com agulha MCR40 de curvatura 1/2 Cilíndrica Robusta Corpo estriado 4,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC27220- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;CC20MR40R
CC29201-;CHROMIC GUT;GUT;CHROMIC GUT 1 90CM MCR50;Fechamento Geral / Obstetrícia / Ginecologia;905T;;;CC108X;1;90 cm;1/2 Circ. Cilíndrica Robusta / Taper Point Heavy - 5,0 cm;Cilíndrica Robusta;MCR50;1/2;5,0cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 1 com 90 cm de comprimento, com agulha MCR50 de curvatura 1/2 Cilíndrica Robusta Corpo estriado 5,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC29201- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;CC1MR50ER
CC29210-;CHROMIC GUT;GUT;CHROMIC GUT 0 90CM MCR50;Fechamento Geral / Obstetrícia / Ginecologia;904T;;;CC105X;0;90 cm;1/2 Circ. Cilíndrica Robusta / Taper Point Heavy - 5,0 cm;Cilíndrica Robusta;MCR50;1/2;5,0cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 0 com 90 cm de comprimento, com agulha MCR50 de curvatura 1/2 Cilíndrica Robusta Corpo estriado 5,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC29210- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;CC0MR50ER
CC7950-;CHROMIC GUT;GUT;CHROMIC GUT 5-0 45 2XQE7.9;Oftalmologia;XY1766G;;1766G;;5-0;45 cm;1/4 Micro Spatula / Micro Espatulada - 7,9 mm - 350µ;Micro Espatulada - 350µ;2 x QE7,9;1/4;7,9mm;12;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 5-0 com 45 cm de comprimento, com agulha 2 x QE7,9 de curvatura 1/4Micro Espatulada - 350µ  de 7,9mm. Produto comercializado em caixa contendo12 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC7950- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;
CC86210-;CHROMIC GUT;GUT;CHROMIC GUT 0 75CM MC35;Aparelho Digestivo;G128T;;;;0;75 cm;1/2 Circ. Cilíndrica / Taper Point - 3,5 cm;Círculo  Cilíndrico;MC35;1/2;3,5cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 0 com 75 cm de comprimento, com agulha MC35 de curvatura 1/2 Círculo  Cilíndrico Corpo estriado 3,5cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC86210- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;
CC86220-;CHROMIC GUT;GUT;CHROMIC GUT 2-0 75CM MC35;Aparelho Digestivo;G127T;;;;2-0;75 cm;1/2 Circ. Cilíndrica / Taper Point - 3,5 cm;Círculo  Cilíndrico;MC35;1/2;3,5cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 2-0 com 75 cm de comprimento, com agulha MC35 de curvatura 1/2 Círculo  Cilíndrico Corpo estriado 3,5cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC86220- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;CC20MR35G
CC87210-;CHROMIC GUT;GUT;CHROMIC GUT 0 1.5M MCR40 LAC.;Fechamento Geral / Obstetrícia / Ginecologia;1802T;;;CC104X;0;1,5m looped / laçado;1/2 Circ. Cilíndrica Robusta / Taper Point Heavy - 4,0 cm;Cilíndrica Robusta;MCR40;1/2;4,0cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut Laçado composto por Catgut Cromado torcido e polido, de diâmetro USP 0 com 150 cm de comprimento, com agulha MCR40 de curvatura 1/2 Cilíndrica Robusta Corpo estriado 4,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC87210- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;CC0MR40L
CC87220-;CHROMIC GUT;GUT;CHROMIC GUT 2-0 1.5M MCR40 LAC.;Fechamento Geral / Obstetrícia / Ginecologia;1801T;;;CC115X;2-0;1,5m looped / laçado;1/2 Circ. Cilíndrica Robusta / Taper Point Heavy - 4,0 cm;Cilíndrica Robusta;MCR40;1/2;4,0cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut Laçado composto por Catgut Cromado torcido e polido, de diâmetro USP 2-0 com 150 cm de comprimento, com agulha MCR40 de curvatura 1/2 Cilíndrica Robusta Corpo estriado 4,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC87220- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;CC20MR40L
CC89201-;CHROMIC GUT;GUT;CHROMIC GUT 1 75CM MRR90;Fechamento Geral / Obstetrícia / Ginecologia;XY48G;;48G;CC109X;1;75 cm;1/2 Circ. Ponta Romba Robusta / Blunt Point Heavy - 9,0 cm;Romba Robusta;MRR90;1/2;9,0cm;12;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 1 com 75 cm de comprimento, com agulha MRR90 de curvatura 1/2 Romba Robusta 9,0cm. Produto comercializado em caixa contendo 12 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC89201- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;CC1MO90
CC94220-;CHROMIC GUT;GUT;CHROMIC GUT 2-0 75CM MCR25;Fechamento Geral / Obstetrícia / Ginecologia;883T;;;CC111X;2-0;75 cm;1/2 Circ. Cilíndrica Robusta / Taper Point Heavy - 2,5 cm;Cilíndrica Robusta;MCR25;1/2;2,5cm;24;;80052020036;Fio de sutura cirúrgica Chromic Gut composto por Catgut Cromado torcido e polido, de diâmetro USP 2-0 com 75 cm de comprimento, com agulha MCR25 de curvatura 1/2 Cilíndrica Robusta Corpo estriado 2,5cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020036 Código/modelo:CC94220- Fabricante: Polysuture. Origem: Nacional.;Catgut cromado;Catgut cromado;CC20MR25R
